cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/operation,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,35:48.5,17.393,0.195,235
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,35:49.3,16.842,0.157,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,35:51.0,16.462,0.157,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,35:51.9,16.367,0.152,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,35:52.6,16.367,0.152,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,35:53.5,16.234,0.159,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,35:54.3,23.051,0.159,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,35:55.9,21.893,0.197,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,35:56.7,22.272,0.197,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,35:57.4,22.196,0.198,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,35:59.0,21.912,0.198,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,36:00.0,21.703,0.195,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,36:00.8,16.747,0.195,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,36:01.6,16.747,0.195,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,36:02.4,16.728,0.153,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,36:03.9,16.899,0.153,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,36:04.6,16.899,0.155,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,36:05.4,16.785,0.155,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,36:07.0,16.861,0.156,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,36:07.7,16.766,0.156,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,36:08.5,16.766,0.159,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,36:09.7,16.899,0.159,235
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,36:10.5,17.146,0.159,236.8
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,36:12.1,17.013,0.157,236.8
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,36:12.9,16.443,0.157,236.8
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,36:13.7,23.184,0.177,236.8
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,36:14.5,22.462,0.177,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,36:15.3,22.481,0.202,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,36:17.0,22.462,0.202,236.8
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,36:17.7,22.367,0.199,236.8
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,36:18.6,22.064,0.199,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,36:19.4,22.14,0.197,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,36:20.8,19.519,0.197,236.8
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,36:21.7,17.26,0.197,236.8
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,36:22.5,16.747,0.155,236.8
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,36:23.3,16.747,0.155,236.8
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,36:25.0,16.595,0.154,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,36:25.0,16.595,0.154,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,36:27.0,22.899,0.207,236.8
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,36:27.8,22.102,0.207,236.8
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,36:28.5,22.424,0.2,236.8
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,36:30.1,22.462,0.2,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,36:30.9,22.291,0.2,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,36:31.7,22.14,0.2,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,36:32.4,21.969,0.197,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,36:34.0,17.165,0.197,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:34.8,17.127,0.157,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:35.5,17.127,0.157,236.8
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:36.2,17.127,0.157,236.8
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:37.8,16.899,0.155,236.8
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:38.5,16.823,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:39.3,16.899,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:41.0,16.557,0.155,236.8
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:41.7,16.994,0.156,236.8
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:42.4,16.994,0.156,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:44.0,17.108,0.156,235
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,36:44.8,17.108,0.156,236.8
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,36:45.5,16.728,0.156,236.8
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,36:46.3,17.791,0.152,236.8
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,36:47.9,22.785,0.199,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,36:48.6,22.14,0.199,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,36:49.3,22.557,0.199,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,36:50.9,22.291,0.199,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,36:51.8,22.291,0.199,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,36:52.6,21.798,0.195,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,36:53.6,21.912,0.195,235
32.4,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,36:54.3,16.842,0.158,235
32.4,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,36:56.0,16.842,0.158,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,36:56.8,16.481,0.153,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,36:57.5,16.538,0.153,236.8
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,36:58.2,16.538,0.153,236.8
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,36:59.1,17.032,0.167,236.8
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,37:00.9,22.329,0.198,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,37:01.6,22.462,0.198,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,37:02.4,22.538,0.198,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,37:04.1,22.424,0.2,236.8
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,37:04.9,22.614,0.2,236.8
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,37:05.6,21.817,0.196,236.8
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,37:06.4,21.95,0.196,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,37:08.0,19.215,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:08.7,17.184,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:09.5,17.203,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:10.3,17.203,0.157,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:11.6,16.633,0.157,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:12.4,16.88,0.157,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:14.1,16.861,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:14.9,16.614,0.155,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:15.7,16.899,0.155,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:16.5,16.766,0.155,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:18.1,16.842,0.155,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:18.9,16.842,0.156,236.8
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,37:19.7,16.975,0.156,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,37:20.5,16.443,0.156,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,37:22.1,19.766,0.152,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,37:22.9,22.424,0.196,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,37:23.7,22.045,0.196,236.8
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,37:24.4,22.253,0.196,236.8
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,37:26.0,22.007,0.198,236.8
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,37:26.8,21.817,0.198,236.8
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,37:27.5,21.817,0.195,236.8
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,37:28.9,16.956,0.195,236.8
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,37:29.8,16.956,0.158,236.8
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,37:30.5,16.538,0.158,236.8
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,37:32.1,16.614,0.153,236.8
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,37:32.8,16.367,0.153,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,37:33.7,16.367,0.151,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,37:34.5,16.348,0.151,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,37:36.1,22.291,0.199,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,37:36.8,22.102,0.199,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,37:37.5,22.14,0.199,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,37:39.0,22.026,0.198,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,37:39.8,21.931,0.198,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,37:40.6,21.874,0.195,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,37:41.5,16.918,0.195,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,37:42.4,16.918,0.156,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,37:44.0,17.032,0.156,236.8
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,37:44.7,17.032,0.155,236.8
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,37:45.4,16.88,0.155,236.8
