cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/operation2,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,40:30.9,16.633,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,40:32.2,16.728,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,40:32.9,23.222,0.204,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,40:33.6,22.595,0.204,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,40:35.0,22.386,0.202,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,40:35.7,22.386,0.202,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,40:37.1,22.234,0.199,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,40:37.8,22.253,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,40:39.2,22.158,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,40:39.9,16.538,0.163,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,40:41.3,16.614,0.163,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,40:42.0,16.614,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,40:42.6,16.652,0.155,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,40:44.0,16.614,0.155,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,40:44.7,17.108,0.155,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,40:46.1,16.861,0.158,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,40:47.2,16.861,0.158,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,40:47.9,17.127,0.158,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,40:49.1,16.842,0.158,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,40:49.8,16.69,0.158,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,40:51.2,16.576,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,40:51.9,18.437,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,40:52.6,18.437,0.205,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,40:53.7,22.709,0.205,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,40:55.1,22.045,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,40:55.8,22.177,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,40:57.2,22.215,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,40:57.9,22.215,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,40:59.2,22.158,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,40:59.9,22.158,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,41:01.2,22.158,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,41:01.9,16.766,0.157,238.7
1.2,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,41:03.3,17.279,0.16,238.7
1.2,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,41:03.9,16.918,0.16,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,41:04.6,16.652,0.16,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,41:06.2,16.519,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,41:06.9,16.519,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,41:07.6,16.652,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,41:09.0,16.861,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,41:09.7,23.184,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,41:11.2,22.766,0.203,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,41:12.1,22.083,0.2,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,41:12.8,22.121,0.2,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,41:14.2,22.158,0.2,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,41:14.9,21.399,0.2,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,41:16.2,16.633,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,41:17.0,16.69,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,41:17.7,16.69,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,41:19.1,16.576,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,41:19.9,17.07,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,41:20.7,16.975,0.158,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,41:22.0,16.975,0.158,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,41:22.0,16.975,0.158,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,41:24.0,16.956,0.157,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,41:24.7,16.823,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,41:26.1,16.652,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,41:26.8,16.88,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,41:28.2,22.956,0.211,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,41:28.8,22.519,0.211,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,41:30.2,22.177,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,41:31.1,22.177,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,41:31.8,22.196,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,41:33.2,22.121,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,41:33.2,22.121,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,41:35.1,22.083,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,41:35.8,16.709,0.183,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,41:37.1,16.994,0.183,238.7
1.2,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,41:37.9,16.994,0.16,238.7
1.2,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,41:39.3,17.089,0.16,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,41:39.9,16.747,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,41:40.6,16.785,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,41:42.1,16.728,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,41:42.7,16.728,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,41:44.1,23.279,0.208,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,41:44.8,22.747,0.208,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,41:46.2,22.842,0.204,238.7
1.2,50,50,50,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,41:46.9,22.329,0.204,238.7
1.2,50,50,50,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,41:48.2,22.121,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,41:49.0,22.083,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,41:49.7,16.481,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,41:50.4,16.481,0.157,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,41:52.3,16.595,0.157,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,41:53.0,16.595,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,41:53.7,17.184,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,41:55.0,16.994,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,41:55.7,16.766,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,41:57.1,16.804,0.158,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,41:57.8,16.804,0.158,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,41:59.2,16.728,0.158,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,41:59.8,16.5,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,42:01.2,22.728,0.155,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,42:01.9,22.728,0.206,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,42:03.3,22.083,0.206,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,42:04.0,22.196,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,42:04.8,22.196,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,42:05.5,22.121,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,42:06.7,22.196,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,42:07.4,21.798,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,42:07.4,21.798,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,42:10.2,16.899,0.159,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,42:10.9,17.013,0.159,238.7
1.2,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,42:11.6,17.013,0.159,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,42:12.8,16.709,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,42:14.2,16.538,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,42:15.3,16.5,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,42:16.0,16.728,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,42:16.7,16.728,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,42:17.9,18.247,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,42:19.3,22.538,0.204,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,42:19.9,22.557,0.204,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,42:20.6,22.14,0.198,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,42:22.1,22.234,0.198,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,42:22.8,22.045,0.2,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,42:24.1,17.051,0.2,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,42:24.8,17.051,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,42:25.7,16.519,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,42:27.0,16.519,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,42:28.2,16.595,0.156,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,42:28.9,16.557,0.156,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,42:30.3,17.089,0.16,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,42:31.0,17.089,0.16,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,42:32.3,16.747,0.159,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,42:33.0,16.918,0.159,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,42:33.7,16.918,0.159,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,42:35.1,16.633,0.159,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,42:35.8,16.633,0.158,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,42:37.0,16.614,0.158,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,42:38.4,22.614,0.204,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,42:39.1,22.14,0.204,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,42:39.7,22.14,0.204,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,42:41.1,22.14,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,42:41.8,22.177,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,42:43.2,22.102,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,42:43.9,22.158,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,42:45.3,22.253,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,42:46.0,18.076,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,42:47.4,17.089,0.16,238.7
1.2,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,42:48.1,17.07,0.16,238.7
1.2,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,42:48.8,17.07,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,42:50.2,16.899,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,42:50.8,16.899,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,42:52.2,16.804,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,42:52.9,16.842,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,42:54.3,16.823,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,42:55.0,22.918,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,42:56.2,22.595,0.203,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,42:57.1,22.538,0.203,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,42:57.8,21.931,0.2,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,42:59.2,21.855,0.2,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,42:59.9,22.102,0.202,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,43:00.5,21.285,0.202,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,43:02.1,16.595,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,43:02.8,16.709,0.157,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,43:04.4,16.538,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,43:05.0,17.013,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,43:05.7,17.013,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,43:07.1,16.804,0.159,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,43:07.8,16.88,0.159,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,43:09.2,16.956,0.16,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,43:09.9,16.918,0.16,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,43:11.2,16.462,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,43:11.9,16.462,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,43:12.6,17.203,0.208,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,43:14.2,22.367,0.208,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,43:14.9,21.76,0.196,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,43:16.3,22.14,0.196,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,43:16.9,21.912,0.197,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,43:18.3,21.912,0.197,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,43:19.0,21.874,0.197,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,43:20.4,22.083,0.197,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,43:21.1,22.083,0.165,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,43:21.7,16.671,0.165,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,43:23.1,16.918,0.165,238.7
1.2,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,43:23.8,16.918,0.158,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,43:25.2,16.481,0.158,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,43:26.1,16.481,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,43:26.8,16.69,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,43:27.6,16.69,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,43:29.1,16.652,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,43:29.8,22.861,0.206,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,43:31.2,22.367,0.206,238.7
1.2,50,50,50,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,43:31.9,22.671,0.203,238.7
1.2,50,50,50,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,43:32.6,22.026,0.203,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,43:33.9,22.026,0.203,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,43:35.3,21.912,0.197,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,43:36.1,16.462,0.197,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,43:37.0,16.538,0.155,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,43:38.3,16.633,0.155,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,43:39.0,16.918,0.159,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,43:39.7,16.918,0.159,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,43:41.1,16.462,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,43:41.8,17.089,0.158,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,43:42.5,17.089,0.158,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,43:44.2,16.709,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,43:44.9,16.709,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,43:46.3,23.165,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,43:46.9,22.595,0.155,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,43:48.3,22.14,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,43:49.0,22.196,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,43:49.7,22.272,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,43:51.2,22.158,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,43:51.9,22.215,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,43:53.1,22.045,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,43:53.8,22.083,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,43:55.2,20.279,0.2,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,43:55.9,17.07,0.159,238.7
1.2,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,43:57.2,17.336,0.159,238.7
1.2,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,43:57.9,16.956,0.158,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,43:59.3,16.614,0.158,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,44:00.0,16.614,0.155,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,44:01.4,16.918,0.155,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,44:02.1,16.918,0.155,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,44:03.4,22.766,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,44:04.1,22.766,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,44:04.8,22.614,0.203,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,44:06.2,21.969,0.203,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,44:06.9,21.969,0.199,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,44:08.3,22.102,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,44:09.0,22.31,0.203,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,44:10.4,16.614,0.203,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,44:10.4,16.614,0.203,238.7
